Nome da instituicao,Sigla da instituicao,Nome da base de dados,Sigla da base de dados,Responsavel pelo registro,Numero do registro no portal,Numero do registro na base de dados,Data do registro,Data do evento,Data de Carencia,Nome cientifico,Nome comum,Nome cientifico na base de dados,Nivel taxonomico,Numero de individuos,Reino,Filo,Classe,Ordem,Familia,Genero,Especie,Estado de conservacao,Categoria de Ameaca,Localidade,Pais,Estado/Provincia,Municipio,Status de Sensibilidade,Latitude,Longitude,Outras informacoes da localidade,Jurisdicao,Destino do Material
NA,ICMBio,Sistema de Autorização e Informação em Biodiversidade.,SISBIO-DIBIO,Daniel Magnabosco Marra,413997,"Nº Da Autorização/Licença Sisbio: 30041, Projeto: Inventário Florestal Em Floresta Remanescente A Tempestade De Vento Na Rds Do Rio Negro, Amazonas",19/09/2012,20/09/2012 a 20/09/2012,29/09/2017,Brosimum,NA,Brosimum,genus,1,NA,Magnoliophyta,Magnoliopsida,Urticales,Moraceae,Brosimum,NA,Espécie não Ameaçada,NA,"Rds Do Rio Negro, Igarapé Sucuriju",Brasil,AM,Iranduba,Espécie não Sensível,-2.994948,-60.747967,Coordenada exata da ocorrência,NA,Depositado em coleção/museu
NA,JBRJ,Herbário do Jardim Botânico do Rio de Janeiro,RB,M.G.Bovini,RB01153897,4174,07/07/2015,NA,30/10/2017,Pavonia,NA,Pavonia,genus,NA,NA,Magnoliophyta,Magnoliopsida,Malvales,Malvaceae,Pavonia,NA,Espécie Ameaçada,Em Perigo,"Chapada da Diamantina, Mucugê-Andaraí, BA-142.",Brasil,Bahia,NA,Espécie não Sensível,-12.9933333,-41.3577778,NA,NA,NA
NA,ICMBio,Sistema de Autorização e Informação em Biodiversidade.,SISBIO-DIBIO,Andreia Cavalcante Pereira,1044180,Nº Da Autorização/Licença Sisbio: 53371,21/04/2016,22/04/2016 a 22/04/2016,06/05/2020,Eunotiales,NA,Eunotiales,order,1,NA,Bacillariophyta,Bacillariophyceae,Eunotiales,NA,NA,NA,Espécie não Ameaçada,NA,Floresta Nacional Do Tapajós,Brasil,PA,NA,Espécie não Sensível,-2.81,-55.035278,Coordenada aproximada,NA,Solto/mantido na natureza
NA,JBRJ,Herbário do Jardim Botânico do Rio de Janeiro,RB,R. M. HARLEY,RB00267088,50752,09/01/1992,NA,30/10/2017,Guapira obtusata,NA,Guapira obtusata (Jacq.) Little,species,NA,NA,Magnoliophyta,Magnoliopsida,Caryophyllales,Nyctaginaceae,Guapira,Guapira obtusata,Espécie não Ameaçada,NA,CAMPO DE OURO   FINO.,Brasil,Bahia,Abaíra,Espécie não Sensível,13.25,-41.9,NA,NA,NA
NA,JBRJ,Herbário do Jardim Botânico do Rio de Janeiro,RB,R.C. Forzza,RB00719949,6139,19/03/2011,NA,30/10/2017,Couepia,NA,Couepia,genus,NA,NA,Magnoliophyta,Magnoliopsida,Rosales,Chrysobalanaceae,Couepia,NA,Espécie Ameaçada,Vulnerável,Rio Abunã.,Brasil,Acre,Plácido de Castro,Espécie não Sensível,-10.295,-8.0177778,NA,NA,NA
NA,JBRJ,Herbário do Jardim Botânico do Rio de Janeiro,RB,E.Zardini,RB00429198,31709,17/05/1992,NA,30/10/2017,Solidago chilensis,NA,Solidago chilensis Meyen,species,NA,NA,Magnoliophyta,Magnoliopsida,Asterales,Asteraceae,Solidago,Solidago chilensis,Espécie não Ameaçada,NA,Border Tavarory - Acosta NU.,Paraguai,NA,NA,Espécie não Sensível,-25.5,-57.5,NA,NA,NA
NA,JBRJ,Herbário do Jardim Botânico do Rio de Janeiro,RB,R.M. Harley,RB00447071,17260,20/03/1974,NA,30/10/2017,Priva bahiensis,NA,Priva bahiensis A.DC.,species,NA,NA,Magnoliophyta,Magnoliopsida,Lamiales,Verbenaceae,Priva,Priva bahiensis,Espécie não Ameaçada,NA,Fonte dos Protormatires do Brasil. Coastal rain forest with small river and clearings with disturbed ground. .,Brasil,Bahia,Porto Seguro,Espécie não Sensível,-16.4333333,-39.0833333,NA,NA,NA
NA,JBRJ,Herbário do Jardim Botânico do Rio de Janeiro,RB,L.S. Leoni,RB01342679,2020,30/11/1992,NA,30/10/2017,Moraceae,NA,Sorocea bonplandii (Baill.) W.C.Burger et al.,family,NA,NA,Magnoliophyta,Magnoliopsida,Urticales,Moraceae,NA,NA,Espécie não Ameaçada,NA,Serra da Araponga. Parque do Brigadiero,Brasil,Minas Gerais,Araponga,Espécie não Sensível,-20.7180556,-42.4833333,NA,NA,NA
NA,ICMBio,Sistema de Autorização e Informação em Biodiversidade.,SISBIO-DIBIO,Herison Medeiros De Oliveira,636560,"Nº Da Autorização/Licença Sisbio: 43213, Projeto: Curso De Identificador Florestal - Parabotânico Para Florestas Manejadas Na Amazônia Brasileira",23/03/2014,24/03/2014 a 24/03/2014,06/05/2015,Talisia,NA,Talisia,genus,3,NA,Magnoliophyta,Magnoliopsida,Sapindales,Sapindaceae,Talisia,NA,Espécie Ameaçada,Vulnerável,Floresta Nacional De Saracá-Taquera,Brasil,PA,NA,Espécie não Sensível,-1.655167,-56.306028,Coordenada aproximada,NA,Depositado em coleção/museu
NA,JBRJ,Herbário do Jardim Botânico do Rio de Janeiro,RB,C.E.S. Jascone,RB00604985,1197,30/11/2008,NA,30/10/2017,Ctenitis,NA,Ctenitis deflexa (Kaulf.) Copel.,genus,NA,NA,Pteridophyta,Filicopsida,Polypodiales,Dryopteridaceae,Ctenitis,NA,Espécie não Ameaçada,NA,"Paraíso, Estação Ecológica Estadual do Paraíso, rio Paraíso, margem na direção da subida da trilha. Parcela 8.",Brasil,Rio de Janeiro,Guapimirim,Espécie não Sensível,-22.4816667,-42.9155556,NA,NA,NA
NA,JBRJ,Herbário do Jardim Botânico do Rio de Janeiro,RB,G. T. Prance,RB00128018,1455,22/09/1965,NA,30/10/2017,Aniba firmula,NA,Aniba firmula (Nees & Mart.) Mez,species,NA,NA,Magnoliophyta,Magnoliopsida,Laurales,Lauraceae,Aniba,Aniba firmula,Espécie não Ameaçada,NA,"Rios Pacaja and Muirapiranga. Km 3,5-6,5. Line SW of Ilha de Breu.",Brasil,Pará,NA,Espécie não Sensível,-2.55,-50.6333333,NA,NA,NA
NA,ICMBio,Sistema de Autorização e Informação em Biodiversidade.,SISBIO-DIBIO,Vidal De Freitas Mansano,271772,"Nº Da Autorização/Licença Sisbio: 24101, Projeto: Construindo Um Conhecimento Botânico Para A Ciência E Conservação Na Amazônia: Expedição Botânica E Inventário Florístico Nas Confluências Da Bacia Do Tapajós",30/04/2011,01/05/2011 a 28/05/2011,25/02/2014,Trichilia,NA,Trichilia,genus,4,NA,Magnoliophyta,Magnoliopsida,Sapindales,Meliaceae,Trichilia,NA,Espécie Ameaçada,Vulnerável,Parque Nacional Da Amazônia,Brasil,PA,NA,Espécie não Sensível,-4.544444,-56.313333,Coordenada de referência da área amostrada,NA,Depositado em coleção/museu
NA,JBRJ,Herbário do Jardim Botânico do Rio de Janeiro,RB,R.F.Monteiro,RB00516851,320,15/01/2008,NA,30/10/2017,Marantaceae,NA,Goeppertia brasiliensis (Körn.) Borchs. & S. Suárez,family,NA,NA,Magnoliophyta,Liliopsida,Zingiberales,Marantaceae,NA,NA,Espécie não Ameaçada,NA,Propriedade de Ailton Cortelete.,Brasil,Espírito Santo,Águia Branca,Espécie não Sensível,-18.9544444,-40.801944399999996,NA,NA,NA
NA,JBRJ,Herbário do Jardim Botânico do Rio de Janeiro,RB,D. M. Coelho,RB00389448,371,31/05/2000,NA,30/10/2017,Chresta martii,NA,Chresta martii (DC.) H.Rob.,species,NA,NA,Magnoliophyta,Magnoliopsida,Asterales,Asteraceae,Chresta,Chresta martii,Espécie não Ameaçada,NA,Faz. Poço Verde.,Brasil,Sergipe,Canindé de São Francisco,Espécie não Sensível,-9.5511111,-37.9330556,NA,NA,NA
NA,JBRJ,Herbário do Jardim Botânico do Rio de Janeiro,RB,M. Pignal,RB00857831,3033,05/05/2007,NA,30/10/2017,Lysimachia,NA,Lysimachia nemorum L.,genus,NA,NA,Magnoliophyta,Magnoliopsida,Primulales,Primulaceae,Lysimachia,NA,Espécie Ameaçada,Em Perigo,Manche - Haineville.,França,NA,NA,Espécie não Sensível,49.6441666,-1.6847222,NA,NA,NA
NA,ICMBio,Sistema de Autorização e Informação em Biodiversidade.,SISBIO-DIBIO,André Vito Scatigna,301684,"Nº Da Autorização/Licença Sisbio: 33262, Projeto: Ecologia E Evolução De Plantas De Campo Rupestre",02/11/2012,03/11/2012 a 03/11/2012,16/05/2014,Bacopa,NA,Bacopa arenaria,genus,3,NA,Magnoliophyta,Magnoliopsida,Scrophulariales,Scrophulariaceae,Bacopa,NA,Espécie Ameaçada,Em Perigo,Pantanal,Brasil,MS,Rio Verde De Mato Grosso,Espécie não Sensível,-18.904986,-54.870531,Coordenada aproximada,NA,Será destinado posteriormente
NA,JBRJ,Herbário do Jardim Botânico do Rio de Janeiro,RB,J.P.L. Braga,RB01021770,64,15/01/2014,NA,30/10/2017,Peperomia,NA,Peperomia galioides Kunth,genus,NA,NA,Magnoliophyta,Magnoliopsida,Piperales,Piperaceae,Peperomia,NA,Espécie Ameaçada,Vulnerável,"Reserva Biológica da Pedra do Coração, coletado na mata, sub bosque.",Brasil,Minas Gerais,Caldas,Espécie não Sensível,-21.9325,-46.3341666,NA,NA,NA
NA,ICMBio,Sistema de Autorização e Informação em Biodiversidade.,SISBIO-DIBIO,Alberto Vicentini,546049,"Nº Da Autorização/Licença Sisbio: 20623, Projeto: Flórula De São Gabriel Da Cachoeira (Am)",06/01/2009,07/01/2009 a 07/01/2009,30/09/2014,Utricularia simulans,NA,Utricularia fimbriata,species,3,NA,Magnoliophyta,Magnoliopsida,Scrophulariales,Lentibulariaceae,Utricularia,Utricularia simulans,Espécie não Ameaçada,NA,Rios Issana E Uaupés,Brasil,AM,Sao Gabriel Da Cachoeira,Espécie não Sensível,0.19456,-67.20362,Coordenada exata da ocorrência,NA,Depositado em coleção/museu
NA,ICMBio,Sistema de Autorização e Informação em Biodiversidade.,SISBIO-DIBIO,Ana Cristina Segalin De Andrade,597877,"Nº Da Autorização/Licença Sisbio: 41571, Projeto: Modernizando A Taxonomia Das Parcelas Permanentes Do Projeto Dinâmica Biológica De Fragmentos Florestais-Pdbff",06/06/2014,07/06/2014 a 07/06/2014,08/11/2019,Unonopsis,NA,Unonopsis,genus,1,NA,Magnoliophyta,Magnoliopsida,Magnoliales,Annonaceae,Unonopsis,NA,Espécie Ameaçada,Em Perigo,Área De Relevante Interesse Ecológico Projeto Dinâmica Biológica De Fragmentos Florestais,Brasil,AM,NA,Espécie não Sensível,-2.441667,-59.785556,Coordenada de referência da área amostrada,NA,Depositado em coleção/museu
NA,JBRJ,Herbário do Jardim Botânico do Rio de Janeiro,RB,D.S. Lucena,RB01201709,635,29/05/2015,NA,30/10/2017,Tetrapterys mucronata,NA,Tetrapterys mucronata Cav.,species,NA,NA,Magnoliophyta,Magnoliopsida,Polygalales,Malpighiaceae,Tetrapterys,Tetrapterys mucronata,Espécie não Ameaçada,NA,"Serra Negra, Pedra do Cruzeiro.",Brasil,Pernambuco,Bezerros,Espécie não Sensível,-8.1511111,-35.7558333,NA,NA,NA
NA,JBRJ,Herbário do Jardim Botânico do Rio de Janeiro,RB,A.P. de  Araújo,RB00495550,437,26/09/1987,NA,30/10/2017,Cyperus luzulae,NA,Cyperus luzulae (L.) Retz.,species,NA,NA,Magnoliophyta,Liliopsida,Poales,Cyperaceae,Cyperus,Cyperus luzulae,Espécie não Ameaçada,NA,Igarapé Preto a mais ou menos 5 Km do aeoroporto.,Brasil,Acre,Cruzeiro do Sul,Espécie não Sensível,-7.6166667,-72.7,NA,NA,NA
NA,ICMBio,Sistema de Autorização e Informação em Biodiversidade.,SISBIO-DIBIO,Kelly Cristina Da Silva Gonçalves,431065,"Nº Da Autorização/Licença Sisbio: 34565, Projeto: Diversidade E Efeito Do Gradiente Altitudinal Na Estrutura E Riqueza De Melastomataceae Em Um Trecho De Floresta Atlântica Do Sudeste Do Brasil",23/01/2014,24/01/2014 a 26/01/2014,29/01/2019,Melastomataceae,NA,Melastomataceae,family,1,NA,Magnoliophyta,Magnoliopsida,Myrtales,Melastomataceae,NA,NA,Espécie não Ameaçada,NA,Parque Nacional Da Serra Dos Orgãos,Brasil,RJ,NA,Espécie não Sensível,-22.4601,-43.028461,Coordenada aproximada,NA,Depositado em coleção/museu
NA,ICMBio,Sistema de Autorização e Informação em Biodiversidade.,SISBIO-DIBIO,Ana Cristina Segalin De Andrade,598796,"Nº Da Autorização/Licença Sisbio: 41571, Projeto: Modernizando A Taxonomia Das Parcelas Permanentes Do Projeto Dinâmica Biológica De Fragmentos Florestais-Pdbff",22/07/2014,23/07/2014 a 23/07/2014,08/11/2019,Meliaceae,NA,Meliaceae,family,1,NA,Magnoliophyta,Magnoliopsida,Sapindales,Meliaceae,NA,NA,Espécie não Ameaçada,NA,Área De Relevante Interesse Ecológico Projeto Dinâmica Biológica De Fragmentos Florestais,Brasil,AM,NA,Espécie não Sensível,-2.44167,-59.7856,Coordenada exata da ocorrência,NA,Depositado em coleção/museu
NA,JBRJ,Herbário do Jardim Botânico do Rio de Janeiro,RB,T.Kurosawa,RB00434439,697,22/06/1988,NA,30/10/2017,Styracaceae,NA,Pterostyrax hispidus Siebold & Zucc.,family,NA,NA,Magnoliophyta,Magnoliopsida,Ebenales,Styracaceae,NA,NA,Espécie não Ameaçada,NA,"Northern Honshu, Miyagi Pref. Natori-shi, the upper Masuda River.",Japão,NA,NA,Espécie não Sensível,38.15,140.8,NA,NA,NA
NA,JBRJ,Herbário do Jardim Botânico do Rio de Janeiro,RB,L.C. Souza,RB00714362,227,26/12/1997,NA,30/10/2017,Faramea montevidensis,NA,Faramea montevidensis (Cham. & Schltdl.) DC.,species,NA,NA,Magnoliophyta,Magnoliopsida,Rubiales,Rubiaceae,Faramea,Faramea montevidensis,Espécie não Ameaçada,NA,Extação Experimental.,Brasil,São Paulo,Itapetininga,Espécie não Sensível,-23.5666667,-48,NA,NA,NA
NA,ICMBio,Sistema de Autorização e Informação em Biodiversidade.,SISBIO-DIBIO,Flávio Augusto De Souza Berchez,114014,"Nº Da Autorização/Licença Sisbio: 15761, Projeto: Levantamento Fisionômico De Comunidades Bentônicas De Substrato Consolidado",27/08/2011,28/08/2011 a 31/08/2011,05/08/2012,Asparagopsis taxiformis,NA,Asparagopsis taxiformis,species,1,NA,Rhodophyta,Florideophyceae,Bonnemaisoniales,Bonnemaisoniaceae,Asparagopsis,Asparagopsis taxiformis,Espécie não Ameaçada,NA,Estação Ecológica Tupinambás,Brasil,SP,NA,Espécie não Sensível,-23.533333,-45.016667,Coordenada de referência da área amostrada,NA,Destinado a laboratório
NA,JBRJ,Herbário do Jardim Botânico do Rio de Janeiro,RB,V.C. Souza,RB01224310,8075,08/03/1995,NA,30/10/2017,Chromolaena,NA,Chromolaena,genus,NA,NA,Magnoliophyta,Magnoliopsida,Asterales,Asteraceae,Chromolaena,NA,Espécie Ameaçada,Em Perigo,Estrada velha Ouro Branco - Ouro Preto. Ca. 16 km de Ouro Branco,Brasil,Minas Gerais,Ouro Preto,Espécie não Sensível,-20.4633333,-43.59,NA,NA,NA
NA,ICMBio,Sistema de Autorização e Informação em Biodiversidade.,SISBIO-DIBIO,Claudia Maria Jacobi,129566,"Nº Da Autorização/Licença Sisbio: 17118, Projeto: Campos Rupestres Ferruginosos: Diversidade Local E Regional E Status De Conservação De Um Ecossistema Ameaçado",17/06/2008,18/06/2008 a 18/06/2008,09/10/2019,Ageratum fastigiatum,NA,Ageratum fastigiatum,species,2,NA,Magnoliophyta,Magnoliopsida,Asterales,Asteraceae,Ageratum,Ageratum fastigiatum,Espécie não Ameaçada,NA,Pico Do Itatiaiuçu,Brasil,MG,Igarape,Espécie não Sensível,-20.121389,-44.362167,Coordenada de referência da área amostrada,NA,Depositado em coleção/museu
NA,JBRJ,Herbário do Jardim Botânico do Rio de Janeiro,RB,F. Bonadeu,RB00813222,259,29/05/2009,NA,30/10/2017,Isertia,NA,Isertia,genus,NA,NA,Magnoliophyta,Magnoliopsida,Rubiales,Rubiaceae,Isertia,NA,Espécie não Ameaçada,NA,"Caxiuanã, Plot do PPBio-Amazônia Oriental, linha B.",Brasil,Pará,Portel,Espécie não Sensível,-1.9691667,-51.6558333,NA,NA,NA
NA,JBRJ,Herbário do Jardim Botânico do Rio de Janeiro,RB,Haroldo C. de Lima,RB00424787,6490,24/12/2006,NA,30/10/2017,Machaerium brasiliense,NA,Machaerium brasiliense Vogel,species,NA,NA,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Machaerium,Machaerium brasiliense,Espécie não Ameaçada,NA,"Itaipava,Vale do Sossego,Condomínio Vale do Sossego,próximo a rua H.",Brasil,Rio de Janeiro,Petrópolis,Espécie não Sensível,-22.4205556,-43.1597222,NA,NA,NA
NA,JBRJ,Herbário do Jardim Botânico do Rio de Janeiro,RB,M. Clara Ferreira & T. Jost & A. S. Conceição,RB00066642,1042,13/08/1996,NA,30/10/2017,Polycarpaea corymbosa,NA,Polycarpaea corymbosa (L.) Lam.,species,NA,NA,Magnoliophyta,Magnoliopsida,Caryophyllales,Caryophyllaceae,Polycarpaea,Polycarpaea corymbosa,Espécie não Ameaçada,NA,"Fazenda do Bu, Mata São Miguel.",Brasil,Bahia,Conde,Espécie não Sensível,-12.0566667,-37.6908333,NA,NA,NA
NA,JBRJ,Herbário do Jardim Botânico do Rio de Janeiro,RB,L. F. G. Lima,RB00669376,256,17/05/2011,NA,30/10/2017,Clidemia hirta,NA,Clidemia hirta (L.) D.Don,species,NA,NA,Magnoliophyta,Magnoliopsida,Myrtales,Melastomataceae,Clidemia,Clidemia hirta,Espécie não Ameaçada,NA,Parque Nacional da Amazônia: Rodovia Transamazonica.,Brasil,Pará,Itaituba,Espécie não Sensível,-4.6366667,-56.3466667,NA,NA,NA
NA,JBRJ,Herbário do Jardim Botânico do Rio de Janeiro,RB,F. Bonadeu,RB00819162,734,21/08/2013,NA,30/10/2017,Macrosamanea pubiramea,NA,Macrosamanea pubiramea (Steud.) Barneby & J.W.Grimes,species,NA,NA,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Macrosamanea,Macrosamanea pubiramea,Espécie não Ameaçada,NA,"Margem do rio Braço Norte, Serra do Cachimbo, campo de Provas Brigadeiro Veloso. Coleta de DNA.",Brasil,Pará,Novo Progresso,Espécie não Sensível,-9.3680556,-54.91,NA,NA,NA
NA,JBRJ,Herbário do Jardim Botânico do Rio de Janeiro,RB,A. Weigand,RB01182814,143,05/11/2014,NA,30/10/2017,Polypodiaceae,NA,Melpomene,family,NA,NA,Pteridophyta,Filicopsida,Polypodiales,Polypodiaceae,NA,NA,Espécie não Ameaçada,NA,Rodovia to planteau.,Brasil,Rio de Janeiro,Itatiaia,Espécie não Sensível,-22.3655556,-44.7177778,NA,NA,NA
NA,JBRJ,Herbário do Jardim Botânico do Rio de Janeiro,RB,A. G. Christo,RB00526108,599,02/04/2007,NA,30/10/2017,Ocotea,NA,Ocotea,genus,NA,NA,Magnoliophyta,Magnoliopsida,Laurales,Lauraceae,Ocotea,NA,Espécie Ameaçada,Em Perigo,"Distrito de Peclas, Fazenda Santa Helena.",Brasil,Rio de Janeiro,Silva Jardim,Espécie não Sensível,-22.5322223,-42.3461111,NA,NA,NA
NA,JBRJ,Herbário do Jardim Botânico do Rio de Janeiro,RB,W.W. Thomas,RB00680409,NA,13/11/1996,NA,30/10/2017,Apocynaceae,NA,APOCYNACEAE,family,NA,NA,Magnoliophyta,Magnoliopsida,Gentianales,Apocynaceae,NA,NA,Espécie não Ameaçada,NA,"Parque Nacional Monte Pascoal, Trail to peak of Monte Pascoal. Upper slopes and top of Monte Pascoal. .",Brasil,Bahia,Porto Seguro,Espécie não Sensível,-15.2647222,-40.5747223,NA,NA,NA
NA,JBRJ,Herbário do Jardim Botânico do Rio de Janeiro,RB,H.S. Irwin,RB00433847,55935,21/09/1963,NA,30/10/2017,Melochia spicata,NA,Melochia villosa (Mill.) Fawc. & Rendle,species,NA,NA,Magnoliophyta,Magnoliopsida,Malvales,Sterculiaceae,Melochia,Melochia spicata,Espécie não Ameaçada,NA,"Zuid Rivier. Kayser Airstrip, 45 km above confluence with Lucie Rivier.",Suriname,NA,NA,Espécie não Sensível,3.1666667,-56.4833333,NA,NA,NA
NA,JBRJ,Herbário do Jardim Botânico do Rio de Janeiro,RB,A.B. Jardim,RB00720212,174,19/12/2008,NA,30/10/2017,Guettarda,NA,Guettarda,genus,NA,NA,Magnoliophyta,Magnoliopsida,Rubiales,Rubiaceae,Guettarda,NA,Espécie Ameaçada,Criticamente em Perigo,"RPPN do IESB. Serra do Peito de Moça. Rod. Arataca/Una, entrada 9,5 km da cidade, mais 8,9 km da entrada. Arredores da sede.",Brasil,Bahia,Arataca,Espécie não Sensível,-15.1741667,-39.3394444,NA,NA,NA
NA,ICMBio,Sistema de Autorização e Informação em Biodiversidade.,SISBIO-DIBIO,Alberto Vicentini,545290,"Nº Da Autorização/Licença Sisbio: 20623, Projeto: Flórula De São Gabriel Da Cachoeira (Am)",15/06/2009,16/06/2009 a 16/06/2009,30/09/2014,Dendropanax,NA,Dendropanax,genus,3,NA,Magnoliophyta,Magnoliopsida,Apiales,Araliaceae,Dendropanax,NA,Espécie não Ameaçada,NA,Rios Issana E Uaupés,Brasil,AM,Sao Gabriel Da Cachoeira,Espécie não Sensível,0.03989,-67.22205,Coordenada exata da ocorrência,NA,Depositado em coleção/museu
NA,JBRJ,Herbário do Jardim Botânico do Rio de Janeiro,RB,A.P. Fontana,RB01182240,8014,15/04/2014,NA,30/10/2017,Ziziphus,NA,Ziziphus joazeiro Mart.,genus,NA,NA,Magnoliophyta,Magnoliopsida,Rhamnales,Rhamnaceae,Ziziphus,NA,Espécie não Ameaçada,NA,Sítio São Bento. Área 16- Areal Aguiar.,Brasil,Paraíba,Aguiar,Espécie não Sensível,-7.1061111,-38.2055556,NA,NA,NA
NA,JBRJ,Herbário do Jardim Botânico do Rio de Janeiro,RB,F. N. Costa,RB00490498,957,18/12/2005,NA,30/10/2017,Esenbeckia,NA,Esenbeckia grandiflora Mart.,genus,NA,NA,Magnoliophyta,Magnoliopsida,Sapindales,Rutaceae,Esenbeckia,NA,Espécie Ameaçada,Em Perigo,Parque Estadual do Rio Preto.,Brasil,Minas Gerais,São Gonçalo do Rio Preto,Espécie não Sensível,-18.1238889,-43.3466666,NA,NA,NA
NA,ICMBio,Sistema de Autorização e Informação em Biodiversidade.,SISBIO-DIBIO,Letícia Leite Ferraço,402950,"Nº Da Autorização/Licença Sisbio: 36652, Projeto: Padrões De Frugivoria E Dispersão De Sementes Pelo Macaco-Prego-Do-Peito-Amarelo (Sapajus Xanthosternos) Na Reserva Biológica De Una, Bahia.",13/02/2012,14/02/2012 a 22/02/2012,04/11/2014,Talisia esculenta,NA,Talisia esculenta,species,2,NA,Magnoliophyta,Magnoliopsida,Sapindales,Sapindaceae,Talisia,Talisia esculenta,Espécie não Ameaçada,NA,Reserva Biológica De Una,Brasil,BA,NA,Espécie não Sensível,-15.185898,-39.058817,Coordenada exata da ocorrência,NA,Solto/mantido na natureza
NA,JBRJ,Herbário do Jardim Botânico do Rio de Janeiro,RB,J.E.Q. Faria,RB01097307,4157,18/10/2014,NA,30/10/2017,Algrizea,NA,Algrizea minor Sobral et al.,genus,NA,NA,Magnoliophyta,Magnoliopsida,Myrtales,Myrtaceae,Algrizea,NA,Espécie não Ameaçada,NA,Margem da estrada entre Maracás e Planaltino.,Brasil,Bahia,Maracás,Espécie não Sensível,-13.4138889,-40.44,NA,NA,NA
NA,JBRJ,Herbário do Jardim Botânico do Rio de Janeiro,RB,G.F. Árbocz,RB01128998,3716,28/03/1997,NA,30/10/2017,Ferdinandusa,NA,Ferdinandusa,genus,NA,NA,Magnoliophyta,Magnoliopsida,Rubiales,Rubiaceae,Ferdinandusa,NA,Espécie não Ameaçada,NA,"Fazenda Brasil, estrada para Serra Azul em direção a Fazenda do Ouro e Prata.",Brasil,Mato Grosso,Nova Xavantina,Espécie não Sensível,-14.8922222,-53.5041667,NA,NA,NA
NA,JBRJ,Herbário do Jardim Botânico do Rio de Janeiro,RB,"L. Sylvestre et. al.,",RB01075104,335,01/09/1990,NA,30/10/2017,Lycopodium clavatum,NA,Lycopodium clavatum L.,species,NA,NA,Lycopodiophyta,Lycopodiopsida,Lycopodiales,Lycopodiaceae,Lycopodium,Lycopodium clavatum,Espécie não Ameaçada,NA,"Reserva Ecologica Municipal de Macaé de cima, Sítio Sophronites, .",Brasil,Rio de Janeiro,Nova Friburgo,Espécie não Sensível,-22.55,-42.5,NA,NA,NA
NA,JBRJ,Herbário do Jardim Botânico do Rio de Janeiro,RB,L.P. de Queiroz,RB01181631,16019,25/10/2014,NA,30/10/2017,Calliandra,NA,Calliandra,genus,NA,NA,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Calliandra,NA,Espécie Ameaçada,Em Perigo,Caminho para a cachoeira da Fumaça a partir do Capão,Brasil,Bahia,Palmeiras,Espécie não Sensível,-12.5980555,-41.4922222,NA,NA,NA
NA,ICMBio,Sistema de Autorização e Informação em Biodiversidade.,SISBIO-DIBIO,Alberto Vicentini,917627,"Nº Da Autorização/Licença Sisbio: 52268, Projeto: Expedição Serra Da Mocidade 2016 - Equipe Plantas",28/01/2016,29/01/2016 a 29/01/2016,28/06/2017,Vismia,NA,Vismia,genus,1,NA,Magnoliophyta,Magnoliopsida,Theales,Clusiaceae,Vismia,NA,Espécie não Ameaçada,NA,Parque Nacional Serra Da Mocidade,Brasil,RR,NA,Espécie não Sensível,1.71405,-61.8049,Coordenada exata da ocorrência,NA,Depositado em coleção/museu
NA,JBRJ,Herbário do Jardim Botânico do Rio de Janeiro,RB,Marcondes Oliveira,RB00653960,4014,26/04/2009,NA,30/10/2017,Wissadula periplocifolia,NA,Wissadula periplocifolia (L.) C.Presl. ex Thwaites,species,NA,NA,Magnoliophyta,Magnoliopsida,Malvales,Malvaceae,Wissadula,Wissadula periplocifolia,Espécie não Ameaçada,NA,"Reservatório Porcos,.",Brasil,Ceará,Brejo Santo,Espécie não Sensível,-7.6405555,-38.6466666,NA,NA,NA
